,name,rating,interlinking,highly_rated,critical_rated,number_of_reviews,number_of_jobs
8052,Blue Tokai Coffee Roasters,3.7,Beverage | 201-500 Employees | Startup | 12 years old | Delhi +7 more,,"Promotions / Appraisal, Job Security, Work Satisfaction",93,14
8053,ESSPL,4.4,IT Services & Consulting | 201-500 Employees | 26 years old | Bhubaneswar +1 more,"Job Security, Work Life Balance, Company Culture",,93,--
8054,Vardhman Special Steels,4.3,Iron & Steel | 501-1k Employees | Public | 51 years old | Ludhiana +4 more,"Company Culture, Skill Development / Learning, Job Security",,93,7
8055,Omega Hospitals,4.2,Healthcare | 201-500 Employees | 14 years old | Hyderabad +9 more,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,93,--
8056,Kinetic Green Energy And Power Solutions,3.7,Power | 201-500 Employees | 13 years old | Pune +17 more,,"Promotions / Appraisal, Salary & Benefits",93,--
8057,Hi-Tech Arai,3.9,Auto Components | 501-1k Employees | 39 years old | Madurai +10 more,"Job Security, Work Satisfaction, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",93,--
8058,Crowe Horwath,4.2,Accounting & Auditing | 1k-5k Employees | 82 years old | Chicago +9 more,"Work Life Balance, Job Security, Company Culture",,93,5
8059,Wockhardt Foundation,3.5,Non-Profit | 51-200 Employees | 16 years old | Mumbai +29 more,,"Promotions / Appraisal, Job Security, Salary & Benefits",92,--
8060,Dsm Shared Services India,4.1,Chemicals | 51-200 Employees | 1 years old | Heerlen,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,92,5
8061,Wockhardt Foundation,3.5,Non-Profit | 51-200 Employees | 16 years old | Mumbai +29 more,,"Promotions / Appraisal, Job Security, Salary & Benefits",92,--
8062,Toyota Boshoku Automotive,3.9,Auto Components | 51-200 Employees | 105 years old | Kariya City +9 more,"Company Culture, Job Security, Salary & Benefits",Promotions / Appraisal,92,--
8063,Elite Engineering And Construction,3.7,Engineering & Construction | 51-200 Employees | 14 years old | Hyderabad +7 more,,"Salary & Benefits, Job Security, Company Culture",92,3
8064,Omega Elevators,3.7,Industrial Machinery | 1k-5k Employees | 39 years old | Ahmedabad +19 more,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",92,--
8065,Embassy Group,4,Real Estate | 501-1k Employees | 31 years old | Bengaluru +13 more,"Skill Development / Learning, Company Culture",Promotions / Appraisal,92,22
8066,Detox Group,3.9,Chemicals | 51-200 Employees | Surat +11 more,,Promotions / Appraisal,92,--
8067,Cummins Sales and Service,4.1,Auto Components | Noida +14 more,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,92,--
8068,Foodlink F&B Holdings,4,Hospitality | 501-1k Employees | 21 years old | Mumbai +10 more,"Skill Development / Learning, Salary & Benefits, Work Life Balance",,92,1
8069,Amantya Technologies,3.8,IT Services & Consulting | 201-500 Employees | 6 years old | Manassas +3 more,,,92,29
8070,Aarav Global Products & Services Private Limited,3.1,IT Services & Consulting | 1k-5k Employees | 18 years old | Malad +6 more,,"Company Culture, Salary & Benefits, Promotions / Appraisal",92,5
8071,Export Trading group,3.5,IT Services & Consulting | 5k-10k Employees (Global) | 57 years old | Dubai +16 more,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",92,18
8072,Leena AI,3.4,Software Product | 201-500 Employees | Startup | 9 years old | Gurgaon +5 more,,"Work Life Balance, Promotions / Appraisal, Job Security",92,31
8073,Local Company,4.1,Real Estate | 501-1k Employees | Kolkata +40 more,"Company Culture, Skill Development / Learning, Work Life Balance",,91,--
8074,Impulse,3.8,IT Services & Consulting | 501-1k Employees | 42 years old | Gurgaon +12 more,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",91,1
8075,Kerry Ingredients,3.8,Food Processing | 201-500 Employees | Public | 52 years old | Tralee +10 more,"Salary & Benefits, Job Security, Company Culture",Promotions / Appraisal,91,--
8076,@home,4.2,Furniture & Furnishing | 501-1k Employees (Global) | 19 years old | Mumbai +25 more,"Skill Development / Learning, Work Satisfaction, Job Security",,91,--
8077,Mcpi,4.2,Chemicals | 501-1k Employees | 27 years old | Kolkata +4 more,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,91,--
8078,Rathi Transpower,3.9,Industrial Machinery | 51-200 Employees | 41 years old | Pune +5 more,"Work Life Balance, Job Security",Promotions / Appraisal,91,--
8079,Ramani Ice Cream Co.,3.7,Food Processing | 201-500 Employees | 36 years old | Bhopal +16 more,,"Salary & Benefits, Promotions / Appraisal, Job Security",91,2
8080,Swan Enterprises,3,Industrial Machinery | 1k-5k Employees | 39 years old | Ludhiana +9 more,,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",91,--
8081,Primary Health Centre,4.4,Chennai +40 more,"Skill Development / Learning, Work Life Balance, Work Satisfaction",Promotions / Appraisal,91,--
8082,Ananda Dairy,4.3,Agriculture | 51-200 Employees | 35 years old | Noida +20 more,"Skill Development / Learning, Work Satisfaction, Company Culture",,91,--
8083,M G Contractors,4.5,Engineering & Construction | 201-500 Employees | Delhi +20 more,"Work Life Balance, Company Culture, Salary & Benefits",,91,--
8084,Extinct Fire Engineers,3.5,Industrial Machinery | 51-200 Employees | 34 years old | Mumbai +9 more,,"Promotions / Appraisal, Salary & Benefits, Company Culture",91,5
8085,Ranjit Buildcon,4.3,Engineering & Construction | 18 years old | Ahmedabad +13 more,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,91,--
8086,Square Capital Advisory Services,3.3,NBFC | 51-200 Employees | 10 years old | Gurgaon +21 more,,"Job Security, Salary & Benefits, Work Satisfaction",91,1
8087,Oremus Corporate Services,3.7,Financial Services | 51-200 Employees | 22 years old | Hyderabad +1 more,,"Promotions / Appraisal, Salary & Benefits, Company Culture",91,5
8088,Target Publications,4,Printing & Publishing | 51-200 Employees | 18 years old | Mumbai +7 more,"Skill Development / Learning, Salary & Benefits, Company Culture",,91,5
8089,Dimension India Network,3.7,IT Services & Consulting | 201-500 Employees | 24 years old | Noida +11 more,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",91,6
8090,Consilio,4,Legal | 201-500 Employees | 22 years old | Washington +5 more,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,91,10
8091,Dura Automotive,3.4,Auto Components | 201-500 Employees | 110 years old | Auburn Hills +6 more,,"Promotions / Appraisal, Job Security, Salary & Benefits",91,--
8092,Lot Mobiles,4.1,Retail | 501-1k Employees | 12 years old | Hyderabad/Secunderabad +18 more,Company Culture,"Promotions / Appraisal, Salary & Benefits",91,--
8093,Schiller Healthcare India,3.5,Medical Equipment | 201-500 Employees | 27 years old | Mumbai +19 more,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",91,--
8094,MAJID AL FUTTAIM RETAIL,3.6,Retail | 201-500 Employees | 32 years old | Dubai +9 more,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",91,--
8095,Veative Labs,3,IT Services & Consulting | 51-200 Employees | 8 years old | Noida +2 more,,"Job Security, Promotions / Appraisal, Work Satisfaction",91,--
8096,Express Housekeeper,3.9,Facility Management Services | 201-500 Employees | 28 years old | Gurgaon +18 more,"Work Life Balance, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal,91,--
8097,HLE Glascoat,3.7,Industrial Machinery | 1k-5k Employees | Anand +6 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",91,--
8098,Aashman Foundation,3.7,1k-5k Employees | Panchkula +16 more,Work Life Balance,"Salary & Benefits, Job Security",91,--
8099,G10X,4.6,IT Services & Consulting | 201-500 Employees | 6 years old | Singapore +3 more,"Skill Development / Learning, Work Satisfaction, Job Security",,91,1
8100,GetMyUni,3.3,Education & Training | 51-200 Employees | Startup | 9 years old | Bangalore +7 more,,"Promotions / Appraisal, Salary & Benefits, Job Security",91,40
8101,Grundfos Pumps,4.3,Industrial Machinery | 201-500 Employees | 79 years old | Bjerringbro +14 more,"Work Life Balance, Skill Development / Learning, Salary & Benefits",,91,15
8102,Essencea Infoserv,2.7,BPO | 51-200 Employees | Hyderabad / Secunderabad +5 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",91,14
8103,Cogneesol,3.9,Accounting & Auditing | 201-500 Employees | 16 years old | New York +3 more,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",91,13
8104,TeamLease Staffing Solutions,3.8,Internet | 1k-5k Employees | 22 years old | Bangalore +27 more,,"Promotions / Appraisal, Work Satisfaction",91,210
8105,Strabag,4.3,Engineering & Construction | 51-200 Employees | Forbes Global 2000 | 189 years old | Vienna +11 more,"Work Life Balance, Company Culture, Salary & Benefits",,90,--
8106,National Steel & Agro Industries,3.5,Iron & Steel | 201-500 Employees | 39 years old | Indore +11 more,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal",90,--
8107,Smilax Laboratories,3.3,Pharma | 1k-5k Employees | 19 years old | Hyderabad +4 more,,"Salary & Benefits, Work Satisfaction, Promotions / Appraisal",90,--
8108,Lotus Wireless Technologies,3.4,IT Services & Consulting | 51-200 Employees | 20 years old | Visakhapatnam +11 more,,"Job Security, Work Life Balance, Company Culture",90,--
8109,Gulf Contracting,4.2,Engineering & Construction | 51-200 Employees | 48 years old | Doha +11 more,"Skill Development / Learning, Job Security, Company Culture",,90,--
8110,TCI,3.8,Logistics | 66 years old | Gurgaon/Gurugram +25 more,"Work Life Balance, Job Security, Work Satisfaction",,90,2
8111,Uma Polymers,4.1,Packaging | 1k-5k Employees | 37 years old | Jodhpur +17 more,"Job Security, Skill Development / Learning, Work Satisfaction",,90,2
8112,Udaan Express,4.2,New Delhi +44 more,"Skill Development / Learning, Work Life Balance, Salary & Benefits",Job Security,90,--
8113,DHL IT Services,4.2,501-1k Employees | Chennai +5 more,"Company Culture, Work Life Balance, Job Security",,90,--
8114,Surya Food & Agro,3.9,Food Processing | 1k-5k Employees | 30 years old | Noida +21 more,,"Promotions / Appraisal, Job Security, Work Satisfaction",89,--
8115,Sky Gourmet Catering,4,Hospitality | 1k-5k Employees | 22 years old | Mumbai +8 more,"Work Satisfaction, Company Culture, Work Life Balance",,89,--
8116,Government of Madhya Pradesh,4,Government | 1 Lakh+ Employees | State | 68 years old |  Madhya Pradesh +33 more,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",89,--
8117,iServices,3.4,Internet | 11-50 Employees | 13 years old | Bangalore +8 more,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",89,--
8118,Vivekananda Hospital,3.8,Healthcare | 51-200 Employees | 58 years old | Latur +18 more,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",87,--
8119,Gyaanta,4.6,EdTech | 51-200 Employees | Startup | 1 years old | New Delhi +7 more,"Company Culture, Work Life Balance, Skill Development / Learning",,101,--
8120,NetProphets Cyberworks,3.5,IT Services & Consulting | 51-200 Employees | 24 years old | Noida +5 more,,"Promotions / Appraisal, Job Security, Salary & Benefits",93,--
8121,Adma Solutions,4.2,BPO | 11-50 Employees | New Delhi +48 more,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,93,--
8122,Ksolves India Limited,2.9,IT Services & Consulting | 201-500 Employees | Public | 12 years old | Noida +5 more,,"Work Life Balance, Company Culture, Promotions / Appraisal",93,5
8123,Alexander Mann Solutions,3,Recruitment | 201-500 Employees | 28 years old | London +11 more,,"Job Security, Promotions / Appraisal, Work Satisfaction",92,85
8124,Savills,4.2,Real Estate | 201-500 Employees | Bangalore / Bengaluru +12 more,"Company Culture, Job Security, Salary & Benefits",,92,--
8125,IVL Dhunseri Petrochem Industries,4.2,Chemicals | 1k-5k Employees | Fortune India 500 | 9 years old | Kolkata +5 more,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",92,--
8126,R M Chemicals,4.4,FMCG | 201-500 Employees | 29 years old | Chandigarh +4 more,"Skill Development / Learning, Company Culture, Work Life Balance",,92,--
8127,Cumi Murugappa,4,Metals & Mining | Chennai +39 more,"Salary & Benefits, Work Life Balance, Job Security",Promotions / Appraisal,92,--
8128,HP Computing and Printing Systems,4.5,51-200 Employees | Bangalore / Bengaluru +11 more,"Company Culture, Work Life Balance, Job Security",,92,--
8129,Airtel X- Labs,3.3,1k-5k Employees | Gurgaon / Gurugram +7 more,,"Promotions / Appraisal, Company Culture, Work Satisfaction",92,6
8130,Wavin,4,5k-10k Employees | Noida +24 more,"Skill Development / Learning, Work Satisfaction, Salary & Benefits",Promotions / Appraisal,92,--
8131,Blenheim Chalcot,2.9,IT Services & Consulting | 501-1k Employees | 26 years old | London +4 more,,"Job Security, Promotions / Appraisal, Company Culture",92,54
8132,Reserve Bank Information Technology,3.5,IT Services & Consulting | 201-500 Employees | 8 years old | Navi Mumbai +4 more,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",92,11
8133,EIH,4.1,Hospitality | 5k-10k Employees | Public | 75 years old | Delhi/NCR +11 more,"Job Security, Company Culture, Skill Development / Learning",,91,--
8134,SKDRDP,4.3,Non-Profit | 33 years old | Daramasthala +33 more,"Job Security, Company Culture, Salary & Benefits",,91,--
8135,MFX,3.7,Financial Services | 501-1k Employees | 23 years old | Morris Plains +14 more,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",91,--
8136,JK Files,3.8,Retail | 51-200 Employees | 75 years old | Thane +16 more,,Promotions / Appraisal,91,1
8137,Omnicom Media Group,3.5,Marketing & Advertising | 51-200 Employees | 51 years old | New York +8 more,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",91,11
8138,Wyzmindz Solutions,3.6,IT Services & Consulting | 51-200 Employees (Global) | 14 years old | Bengaluru +3 more,,"Salary & Benefits, Promotions / Appraisal, Job Security",91,7
8139,Freedom English Academy,4,Education & Training | 501-1k Employees | 14 years old | New Delhi +10 more,"Skill Development / Learning, Company Culture, Work Satisfaction","Salary & Benefits, Promotions / Appraisal",91,--
8140,Radixweb,3,IT Services & Consulting | 501-1k Employees | 24 years old | Ahmedabad +2 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",91,9
8141,Qatar Steel,4.2,Iron & Steel | 1k-5k Employees | 50 years old | Doha +7 more,Salary & Benefits,"Job Security, Company Culture, Promotions / Appraisal",91,--
8142,EIH,4.1,Hospitality | 5k-10k Employees | Public | 75 years old | Delhi/NCR +11 more,"Job Security, Company Culture, Skill Development / Learning",,91,--
8143,Omnicom Media Group,3.5,Marketing & Advertising | 51-200 Employees | 51 years old | New York +8 more,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",91,11
8144,MFX,3.7,Financial Services | 501-1k Employees | 23 years old | Morris Plains +14 more,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",91,--
8145,Cybernetik Technologies,4,Industrial Automation | 51-200 Employees | 37 years old | Pune +6 more,"Job Security, Skill Development / Learning, Salary & Benefits",,91,7
8146,Mukand Sumi Special Steel,3.8,Iron & Steel | 51-200 Employees | Hosapete +7 more,,"Promotions / Appraisal, Company Culture, Salary & Benefits",91,--
8147,TP Northern Odisha Distribution,3.7,1k-5k Employees | Balasore +14 more,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",91,--
8148,Nina Percept,4.1,Building Material | 501-1k Employees | Mumbai +11 more,"Salary & Benefits, Skill Development / Learning, Work Life Balance",,91,--
8149,Freedom English Academy,4,Education & Training | 501-1k Employees | 14 years old | New Delhi +10 more,"Skill Development / Learning, Company Culture, Work Satisfaction","Salary & Benefits, Promotions / Appraisal",91,--
8150,SVP Hospital,3.8,Government | 1-10 Employees | Ahmedabad +9 more,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Job Security",91,--
8151,Decorpot,3.5,Architecture & Interior Design | 201-500 Employees | 9 years old | Bengaluru/Bangalore +6 more,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",91,39
8152,Shree Balaji Construction,3.5,Engineering & Construction | 1-10 Employees | 19 years old | Ahmedabad +25 more,Skill Development / Learning,,90,--
8153,V-Soft Consulting,3.4,IT Services & Consulting | 201-500 Employees | 27 years old | Louisville +4 more,,"Job Security, Skill Development / Learning, Promotions / Appraisal",90,18
8154,Sitec Labs,4.2,Pharma | 51-200 Employees | 24 years old | Navi Mumbai +1 more,"Job Security, Company Culture, Skill Development / Learning",,90,4
8155,Volvo Buses,3.7,Automobile | 201-500 Employees | 97 years old | Gothenburg +12 more,,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",90,--
8156,PETROJET,3.5,Engineering & Construction | 10k-50k Employees (Global) | 49 years old | Cairo +12 more,,"Promotions / Appraisal, Job Security, Company Culture",90,--
8157,Aleor Dermaceuticals,3.7,Pharma | 51-200 Employees | Public | 8 years old | Vadodara +4 more,,"Job Security, Promotions / Appraisal, Salary & Benefits",90,--
8158,Adm Agro Industries,3.9,Food Processing | 501-1k Employees | 122 years old | Decatur +19 more,Job Security,,90,2
8159,Metec Design & Construction Engineers,3.6,Engineering & Construction | 501-1k Employees | 22 years old | Chennai +6 more,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",90,3
8160,Areteans,3.5,IT Services & Consulting | 501-1k Employees | 9 years old | Kondapur +7 more,,"Work Life Balance, Job Security, Company Culture",90,2
8161,Nippon Data Systems,3.8,IT Services & Consulting | 201-500 Employees | 30 years old | Noida +14 more,Work Life Balance,Promotions / Appraisal,90,38
8162,Bizmatics India,4,Software Product | 201-500 Employees | 22 years old | San Jose +4 more,Job Security,"Promotions / Appraisal, Salary & Benefits",90,--
8163,Ocean Sparkle,4.4,Ports & Shipping | 1k-5k Employees | 29 years old | Hyderabad +18 more,"Job Security, Skill Development / Learning, Company Culture",,90,--
8164,Menzies Aviation Bobba,3.9,Aviation | 501-1k Employees | 16 years old | Bangalore +6 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,90,--
8165,Br.CAT International,3.7,Oil & Gas | 10k-50k Employees (Global) | 87 years old | Al Khobar +5 more,Job Security,"Promotions / Appraisal, Company Culture, Skill Development / Learning",90,--
8166,Saint-Gobain Abrasives,4.2,Building Material | 10k-50k Employees (Global) | 139 years old | Worcester +22 more,"Company Culture, Job Security, Skill Development / Learning",,90,--
8167,Aimfill International,4.8,Education & Training | Cochin +8 more,"Work Life Balance, Skill Development / Learning, Company Culture",,90,--
8168,Excel Crop Care,4,Agro Chemicals | 1k-5k Employees | Public | 60 years old | Mumbai +16 more,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,90,1
8169,Opulentus Overseas Careers,2.6,Travel & Tourism | 201-500 Employees | 23 years old | Hyderabad +9 more,,"Promotions / Appraisal, Salary & Benefits, Job Security",90,--
8170,SRV Media,3.8,Marketing & Advertising | 201-500 Employees | 13 years old | Pune +7 more,Skill Development / Learning,,90,9
8171,vConstruct,3.8,Engineering & Construction | 201-500 Employees | 11 years old | Pune,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,90,14
8172,Construction Group,4.4,Engineering & Construction | 51-200 Employees | Mumbai +35 more,"Work Satisfaction, Company Culture, Work Life Balance",,90,--
8173,Ahlcon Parenterals,4.2,Pharma | 51-200 Employees | 32 years old | Delhi/NCR +4 more,"Job Security, Salary & Benefits, Company Culture",,90,--
8174,Multani Pharmaceuticals,4.1,Pharma | 51-200 Employees | 38 years old | New Delhi +11 more,"Skill Development / Learning, Job Security, Work Life Balance",,90,--
8175,Bo International,3.8,Beauty & Personal Care | 11-50 Employees | 11 years old | Delhi/NCR +1 more,,,90,9
8176,Arcon TechSolutions,3.8,IT Services & Consulting | 201-500 Employees (Global) | 18 years old | Mumbai +10 more,Job Security,"Promotions / Appraisal, Salary & Benefits",90,--
8177,Orthosquare Dental Clinic,3.8,Healthcare | 501-1k Employees | Mumbai +14 more,Skill Development / Learning,,90,--
8178,Optus Infotech,4.4,IT Services & Consulting | 201-500 Employees | Hyderabad / Secunderabad +2 more,"Company Culture, Skill Development / Learning, Work Satisfaction",,90,--
8179,INVESMATE,4.8,Education & Training | 51-200 Employees | Startup | 5 years old | Kolkata +1 more,"Company Culture, Job Security, Skill Development / Learning",,90,1
8180,Ola cars,3.3,501-1k Employees | Kolkata +23 more,,"Job Security, Promotions / Appraisal, Company Culture",90,--
8181,ClaySys,3.3,IT Services & Consulting | 51-200 Employees | 15 years old | Kakkanad +7 more,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",90,2
8182,Qbss,3.9,IT Services & Consulting | 1k-5k Employees | Coimbatore +2 more,Job Security,,90,--
8183,31 Parallel,3.2,BPO | 201-500 Employees (Global) | 10 years old | Shimla +2 more,,"Salary & Benefits, Promotions / Appraisal, Company Culture",90,2
8184,Advics,4.1,Auto Components | 1k-5k Employees (Global) | 23 years old | Kariya +4 more,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Skill Development / Learning",90,--
8185,Rotodyne Industries,3.2,Industrial Machinery | 201-500 Employees | 28 years old | Hyderabad/Secunderabad +6 more,,"Work Life Balance, Promotions / Appraisal, Salary & Benefits",90,--
8186,Protiviti Consulting,3.6,Management Consulting | 1k-5k Employees | 22 years old | Menlo Park +10 more,,"Work Life Balance, Work Satisfaction, Salary & Benefits",90,4
8187,ARaymond,4.2,Auto Components | 501-1k Employees | 7 years old | Pune +4 more,"Skill Development / Learning, Job Security, Company Culture",,90,--
8188,Sensiple,3.9,IT Services & Consulting | 201-500 Employees | 25 years old | Iselin,,,90,11
8189,Rishi FIBC Solutions,4,Packaging | 1k-5k Employees | 17 years old | Vadodara +6 more,,"Work Satisfaction, Promotions / Appraisal, Salary & Benefits",90,3
8190,TVS Next,3.4,IT Services & Consulting | 201-500 Employees | 8 years old | New Jersey +3 more,,"Promotions / Appraisal, Job Security, Company Culture",90,9
8191,Meditrina Hospital,3.4,Healthcare | 51-200 Employees | 15 years old | Kollam +14 more,,"Promotions / Appraisal, Salary & Benefits, Company Culture",90,3
8192,Pritam International,3.7,Consumer Electronics & Appliances | 11-50 Employees | 24 years old | New Delhi +13 more,Skill Development / Learning,"Company Culture, Work Satisfaction, Job Security",90,9
8193,Kotak Mahindra Asset Management Company,4.3,Financial Services | 1k-5k Employees | 26 years old | Mumbai +42 more,"Job Security, Work Life Balance, Company Culture",,90,7
8194,Sharp Sight,3.9,Healthcare | 1k-5k Employees | 32 years old | Delhi/NCR +9 more,,,90,6
8195,Om Telecom Logistics,4.5,Telecom | 51-200 Employees | 39 years old | New Delhi +27 more,"Job Security, Company Culture, Salary & Benefits",,89,--
8196,First Step Babywear,4.2,Fashion & Textile | 201-500 Employees | 22 years old | Hosur +5 more,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,89,3
8197,SODECIA,3.6,Auto Components | 201-500 Employees | 44 years old | Porto +8 more,,"Promotions / Appraisal, Salary & Benefits, Job Security",89,--
8198,Elico,3.4,Industrial Machinery | 201-500 Employees | 64 years old |  Hyderabad +10 more,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",89,--
8199,The Company of Others,3.9,Media & Entertainment | 10k-50k Employees | Houston +28 more,"Work Satisfaction, Job Security, Promotions / Appraisal",,89,16
8200,Grohe,4,Architecture & Interior Design | 201-500 Employees | 88 years old | DÃ¼sseldorf +29 more,"Salary & Benefits, Work Satisfaction, Skill Development / Learning",,89,--
8201,Livedigital Marketing Solutions,3.2,Telecom | 11-50 Employees (Global) | 11 years old | Noida +6 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",89,--
8202,New Holland,4.2,Greater Noida +20 more,"Company Culture, Skill Development / Learning, Work Satisfaction",,89,--
8203,Basavatarakam Indo American Cancer Hospital Research Institute,4.5,Healthcare | 501-1k Employees | 24 years old | Hyderabad +5 more,"Skill Development / Learning, Job Security, Work Satisfaction",,88,--
8204,MAMTA Health Institute for Mother and child,4.3,Healthcare | 11-50 Employees | 34 years old | New Delhi +31 more,"Skill Development / Learning, Company Culture, Work Life Balance",,88,--
8205,Reebok,4.8,Fashion & Textile | 5k-10k Employees (Global) | 66 years old | Boston +39 more,"Work Life Balance, Skill Development / Learning, Company Culture",,88,--
8206,Bansal Classes,3.1,Education & Training | 201-500 Employees | 40 years old | Kota +35 more,,"Work Satisfaction, Salary & Benefits, Company Culture",93,--
8207,ECS | Enterprise Change Specialists,4.3,IT Services & Consulting | 51-200 Employees | 16 years old | Dubai +5 more,"Company Culture, Work Life Balance, Skill Development / Learning",,93,15
8208,Academor,3.5,Education & Training | 51-200 Employees | 2 years old | Bangalore / Bengaluru +2 more,,"Salary & Benefits, Job Security, Work Satisfaction",93,--
8209,WPP,3.7,Marketing & Advertising | 501-1k Employees | Forbes Global 2000 | 39 years old | London +6 more,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",92,--
8210,The Souled Store,3.6,Fashion & Textile | 201-500 Employees | Startup | 11 years old | Mumbai +9 more,,"Promotions / Appraisal, Work Life Balance, Job Security",91,3
8211,Flixstock,3.4,Software Product | 51-200 Employees | Startup | 9 years old | Cumming +1 more,,,91,8
8212,Valiant Organics,3.8,Chemicals / Agri Inputs | 501-1k Employees | Public | 40 years old | Mumbai +11 more,"Work Life Balance, Job Security, Work Satisfaction",,91,--
8213,Namaste Credit,3.5,FinTech | 51-200 Employees | Startup | 10 years old | Bangalore +10 more,,"Promotions / Appraisal, Job Security, Salary & Benefits",91,12
8214,Synamedia,3.5,Software Product | 501-1k Employees | 6 years old | Staines +4 more,"Work Life Balance, Company Culture","Job Security, Promotions / Appraisal, Skill Development / Learning",91,15
8215,Zen Technologies,3.6,Consumer Electronics & Appliances | 201-500 Employees | Public | 31 years old | Hyderabad +4 more,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",91,12
8216,Gadre Marine Export,4,Food Processing | 1k-5k Employees | 46 years old | Ratnagiri +8 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",90,8
8217,Keya Foods International,4,FMCG | 51-200 Employees | 15 years old | Mumbai +20 more,"Salary & Benefits, Skill Development / Learning, Company Culture",,90,16
8218,SAP Ariba,4.4,Software Product | 501-1k Employees | 28 years old | Palo Alto +3 more,"Work Life Balance, Job Security, Company Culture",,90,1
8219,Uttam Toyota,4.3,Automobile | 501-1k Employees | 24 years old | Ghaziabad +6 more,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning",90,1
8220,Uttam Toyota,4.3,Automobile | 501-1k Employees | 24 years old | Ghaziabad +6 more,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning",90,1
8221,LNJ Bhilwara Group,3.9,Fashion & Textile | 1k-5k Employees | Conglomerate | 64 years old | Noida +18 more,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",90,--
8222,Engineering Projects,3.9,Engineering & Construction | 1k-5k Employees | Central | 54 years old | New Delhi +21 more,,"Promotions / Appraisal, Work Satisfaction, Company Culture",90,--
8223,Hindustan Copper,4.4,Metals & Mining | 1k-5k Employees | Public | 57 years old | Kolkata +7 more,"Work Life Balance, Job Security, Skill Development / Learning",,90,--
8224,Mount Talent Consulting,2.5,Recruitment | 51-200 Employees | 17 years old | Noida +4 more,,"Job Security, Promotions / Appraisal, Salary & Benefits",90,61
8225,Windals Precision,4,Auto Components | 501-1k Employees (Global) | 34 years old | Mumbai +6 more,,Promotions / Appraisal,90,--
8226,Jindal Stainless Steelway,4,Iron & Steel | 1k-5k Employees | 20 years old | Gurugram +15 more,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",90,--
8227,Chromewell Engineering,3.9,Industrial Machinery | 51-200 Employees | 66 years old | Pune +3 more,,"Work Satisfaction, Job Security, Promotions / Appraisal",90,1
8228,Eat 'N' Fit Agro Foods,2.8,Food Processing | 1-10 Employees | 10 years old | Gurgaon/Gurugram +30 more,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",90,--
